,300000000,1,0,80000000
,300000001,1,1,80000001
,300000002,1,2,80000002
,300000003,1,3,80000003
,300000004,1,4,80000004
,300000005,1,5,80000005
,300000006,1,6,80000006
,300000007,1,7,80000007
,300000008,1,8,80000008
,300000009,1,9,80000009
,300000010,1,10,80000010
,300000011,1,11,80000011
,300000012,1,12,80000012
,300000013,1,13,80000013
,300000014,1,14,80000014
,300000015,1,15,80000015
,300000016,1,16,80000016
,300000017,1,17,80000017
,300000018,1,18,80000018
,300000019,1,19,80000019
,300000020,1,20,80000020
,300000021,1,21,80000021
,300000022,1,22,80000022
,300000023,1,23,80000023
,300000024,1,24,80000024
,300000025,1,25,80000025
,300000026,1,26,80000026
,300000027,1,27,80000027
,300000028,1,28,80000028
,300000029,1,29,80000029
,300000030,1,30,80000030
,300000031,1,31,80000031
,300000032,1,32,80000032
,300000033,1,33,80000033
,300000034,1,34,80000034
,300000035,1,35,80000035
,300000036,1,36,80000036
,300000037,1,37,80000037
,300000038,1,38,80000038
,300000039,1,39,80000039
,300000040,1,40,80000040
,300000041,1,41,80000041
,300000042,1,42,80000042
,300000043,1,43,80000043
,300000044,1,44,80000044
,300000045,1,45,80000045
,300000046,1,46,80000046
,300000047,1,47,80000047
,300000048,1,48,80000048
,300000049,1,49,80000049
,300000050,1,50,80000050
,300000051,1,51,80000051
,300000052,1,52,80000052
,300000053,1,53,80000053
,300000054,1,54,80000054
,300000055,1,55,80000055
,300000056,1,56,80000056
,300000057,1,57,80000057
,300000058,1,58,80000058
,300000059,1,59,80000059
,300000060,1,60,80000060
,300000061,1,61,80000061
,300000062,1,62,80000062
,300000063,1,63,80000063
,300000064,1,64,80000064
,300000065,1,65,80000065
,300000066,1,66,80000066
,300000067,1,67,80000067
,300000068,1,68,80000068
,300000069,1,69,80000069
,300000070,1,70,80000070
,300000071,1,71,80000071
,300000072,1,72,80000072
,300000073,1,73,80000073
,300000074,1,74,80000074
,300000075,1,75,80000075
,300000076,1,76,80000076
,300000077,1,77,80000077
,300000078,1,78,80000078
,300000079,1,79,80000079
,300000080,1,80,80000080
,300000081,1,81,80000081
,300000082,1,82,80000082
,300000083,1,83,80000083
,300000084,1,84,80000084
,300000085,1,85,80000085
,300000086,1,86,80000086
,300000087,1,87,80000087
,300000088,1,88,80000088
,300000089,1,89,80000089
,300000090,1,90,80000090
,300000091,1,91,80000091
,300000092,1,92,80000092
,300000093,1,93,80000093
,300000094,1,94,80000094
,300000095,1,95,80000095
,300000096,1,96,80000096
,300000097,1,97,80000097
,300000098,1,98,80000098
,300000099,1,99,80000099
,300000100,1,100,80000100
,300000101,1,101,80000101
,300000102,1,102,80000102
,300000103,1,103,80000103
,300000104,1,104,80000104
,300000105,1,105,80000105
,300000106,1,106,80000106
,300000107,1,107,80000107
,300000108,1,108,80000108
,300000109,1,109,80000109
,300000110,1,110,80000110
,300000111,1,111,80000111
,300000112,1,112,80000112
,300000113,1,113,80000113
,300000114,1,114,80000114
,300000115,1,115,80000115
,300000116,1,116,80000116
,300000117,1,117,80000117
,300000118,1,118,80000118
,300000119,1,119,80000119
,300000120,1,120,80000120
,300000121,1,121,80000121
,300000122,1,122,80000122
,300000123,1,123,80000123
,300000124,1,124,80000124
,300000125,1,125,80000125
,300000126,1,126,80000126
,300000127,1,127,80000127
,300000128,1,128,80000128
,300000129,1,129,80000129
,300000130,1,130,80000130
,300000131,1,131,80000131
,300000132,1,132,80000132
,300000133,1,133,80000133
,300000134,1,134,80000134
,300000135,1,135,80000135
,300000136,1,136,80000136
,300000137,1,137,80000137
,300000138,1,138,80000138
,300000139,1,139,80000139
,300000140,1,140,80000140
,300000141,1,141,80000141
,300000142,1,142,80000142
,300000143,1,143,80000143
,300000144,1,144,80000144
,300000145,1,145,80000145
,300000146,1,146,80000146
,300000147,1,147,80000147
,300000148,1,148,80000148
,300000149,1,149,80000149
,300000150,1,150,80000150
,300000151,1,151,80000151
,300000152,1,152,80000152
,300000153,1,153,80000153
,300000154,1,154,80000154
,300000155,1,155,80000155
,300000156,1,156,80000156
,300000157,1,157,80000157
,300000158,1,158,80000158
,300000159,1,159,80000159
,300000160,1,160,80000160
,300000161,1,161,80000161
,300000162,1,162,80000162
,300000163,1,163,80000163
,300000164,1,164,80000164
,300000165,1,165,80000165
