9,268,72,2
4,255,15,3
7,100,50,1
2,373,100,2
4,315,94,3
10,497,56,1
1,134,72,3
7,396,25,1
4,29,36,3
10,369,11,3
9,118,80,2
4,406,4,3
3,118,79,2
4,290,72,1
7,205,89,1
7,99,48,2
9,75,23,3
3,312,51,3
10,28,63,3
1,169,23,3
6,470,60,3
1,9,89,1
5,74,19,1
6,5,11,2
5,337,83,2
8,29,36,3
7,408,100,3
1,406,17,1
2,294,22,3
1,104,15,1
1,125,22,1
3,300,94,3
9,304,35,1
10,278,32,2
6,101,54,3
9,510,54,2
8,244,64,2
10,509,13,1
1,139,29,2
8,355,52,2
4,357,28,1
7,470,15,1
3,427,27,3
7,107,13,2
4,22,88,2
1,504,86,3
10,368,56,1
8,396,44,2
8,227,94,1
7,81,79,2
5,264,10,1
8,29,38,3
4,212,53,1
2,427,49,3
5,493,84,3
7,352,7,2
1,71,13,1
5,93,91,3
5,256,90,2
3,53,90,1
5,61,99,2
4,266,83,1
7,84,96,1
5,482,90,3
9,66,34,2
5,302,63,1
3,441,99,1
4,468,71,2
10,501,71,2
7,420,5,2
8,382,35,2
1,108,41,3
5,278,50,2
2,449,59,2
2,283,19,1
8,69,73,3
4,236,25,2
7,111,40,3
5,331,25,3
9,342,59,1
10,265,5,1
2,404,93,2
8,1,88,3
3,251,42,1
10,341,82,3
4,280,58,1
4,73,84,1
8,152,73,3
3,471,85,1
8,97,17,1
10,302,49,2
3,370,45,2
3,163,2,3
5,330,10,1
3,172,52,3
3,121,22,1
6,219,41,2
9,65,15,3
7,174,32,2
9,208,84,2
7,145,73,1
6,293,99,1
8,336,66,3
1,345,57,1
1,100,78,2
2,525,64,3
9,198,63,1
3,145,96,2
3,261,25,1
3,363,84,2
3,488,39,3
2,311,48,3
3,205,57,3
9,41,64,2
2,470,39,3
3,401,43,1
5,496,100,1
6,316,8,3
5,383,27,2
8,274,29,2
3,112,100,2
2,247,51,3
7,349,98,1
2,470,62,1
10,330,12,1
4,192,64,2
8,423,23,1
1,299,23,3
2,328,28,1
10,19,97,2
6,6,8,1
8,365,20,2
8,35,43,2
10,3,73,3
9,295,76,3
2,130,23,2
4,236,28,2
9,362,85,1
9,345,10,3
1,515,70,3
1,348,42,1
1,525,53,2
3,213,69,3
3,375,19,2
5,23,78,3
10,278,6,1
10,405,78,3
10,58,24,2
5,454,86,2
5,251,2,3
2,108,28,3
7,295,8,2
1,475,47,2
5,78,1,2
5,58,24,2
3,326,44,2
10,4,80,1
9,39,69,2
5,323,54,3
10,318,65,3
4,523,6,1
3,158,12,3
10,523,4,3
10,304,2,2
3,30,95,1
1,427,11,3
10,127,27,2
1,370,11,1
10,104,74,1
9,296,95,1
6,180,4,1
10,157,46,2
9,407,88,3
5,92,31,2
10,370,11,2
1,309,44,1
3,28,13,3
8,458,7,3
3,292,31,1
8,252,58,2
3,230,59,2
5,125,57,2
3,176,10,1
10,30,36,1
4,326,45,3
7,192,46,1
7,266,39,2
10,9,94,2
4,514,32,1
6,144,11,3
7,312,87,2
1,426,7,2
5,403,14,2
8,225,81,3
2,169,60,3
5,357,80,3
7,301,73,3
2,407,14,3
4,483,32,2
5,60,79,2
4,245,26,2
2,463,35,2
7,459,42,2
9,214,44,1
2,131,18,2
3,133,33,1
1,426,65,3
10,51,27,1
6,279,54,3
9,404,38,2
4,355,50,1
2,503,37,2
9,343,97,2
6,65,77,1
5,286,87,2
2,503,64,1
1,312,56,3
1,131,46,1
5,84,46,2
7,38,85,2
8,126,87,2
2,373,53,2
4,346,86,2
4,418,35,3
3,421,5,2
8,352,86,1
9,443,69,2
6,146,97,2
9,378,62,3
9,297,89,1
9,311,64,2
10,393,15,3
3,95,3,1
9,126,56,3
7,522,75,2
7,29,43,2
5,466,1,3
9,243,96,1
10,449,50,2
5,328,6,3
1,491,3,3
6,27,77,1
5,392,100,2
1,339,45,3
8,170,89,1
2,90,96,1
6,492,88,3
10,517,22,2
2,181,79,1
9,154,98,3
10,187,75,1
10,171,17,2
3,502,65,1
6,455,89,2
2,126,24,2
6,215,10,1
4,383,52,3
6,123,47,3
9,150,4,3
9,36,78,2
2,150,21,2
6,268,91,1
8,65,3,2
3,113,99,3
2,470,47,2
3,148,35,1
3,245,66,1
5,209,81,3
3,43,13,2
3,108,10,2
5,271,49,3
9,194,44,3
9,54,30,1
3,230,12,2
4,415,66,2
2,1,86,1
10,218,6,3
4,287,49,3
9,467,75,2
1,382,7,2
7,33,99,3
9,241,68,2
2,353,92,1
10,31,43,2
1,232,6,2
3,105,30,1
9,200,4,1
10,497,65,2
8,430,69,2
6,482,68,1
2,167,65,2
7,192,33,1
5,269,54,1
6,380,38,2
9,287,33,3
7,379,28,3
4,25,48,2
2,128,83,1
4,65,62,1
8,492,89,2
10,419,30,1
4,473,82,2
4,90,89,2
9,42,37,3
2,524,12,3
6,401,30,3
10,291,53,2
3,151,95,2
4,525,99,3
5,276,53,3
5,208,6,3
3,125,62,1
3,327,11,3
4,242,2,2
2,235,40,1
2,115,98,2
9,55,3,1
9,344,44,2
10,468,18,1
2,432,81,2
4,390,78,3
1,449,88,2
3,420,66,3
5,478,95,2
4,396,29,1
6,269,83,3
6,74,6,2
9,78,72,3
3,247,5,3
1,434,52,1
2,17,82,2
10,57,17,2
9,175,48,1
8,175,91,1
4,46,79,2
7,122,100,1
8,49,69,1
9,77,9,3
9,68,51,3
5,426,98,3
9,34,68,3
4,90,71,2
9,174,90,1
2,442,40,3
4,443,99,2
7,302,62,3
5,179,10,2
5,521,18,1
7,251,27,1
7,66,49,1
3,347,25,2
5,469,13,2
10,99,26,2
7,257,88,1
6,131,45,3
5,435,69,1
3,368,44,2
2,429,41,1
8,183,58,2
3,187,68,2
4,452,91,1
10,422,100,2
9,140,48,1
8,108,77,1
8,331,28,3
10,253,21,1
10,323,95,3
2,226,94,3
8,82,33,3
5,297,24,2
7,21,4,1
10,393,17,3
4,45,83,2
2,303,9,3
4,342,34,1
10,503,86,2
2,428,15,1
6,130,53,1
5,223,87,2
1,27,2,2
3,468,9,2
10,443,58,1
8,186,62,2
9,204,90,3
4,483,52,2
6,306,4,2
2,478,29,1
7,514,75,3
8,285,11,3
2,204,21,3
9,410,43,1
8,194,36,2
2,40,20,2
1,470,19,1
8,443,6,1
4,355,80,1
2,27,55,3
8,510,45,3
7,344,3,3
9,232,33,2
7,446,90,2
3,9,14,3
7,327,2,3
5,369,91,3
1,460,20,3
7,269,66,3
4,120,54,2
5,205,29,1
6,81,91,3
10,192,12,1
9,415,59,3
3,260,1,3
8,422,27,2
3,376,73,1
6,125,12,1
10,493,22,2
9,506,58,1
5,480,77,2
8,271,32,1
7,145,32,2
6,422,38,2
8,519,4,1
1,119,23,3
7,319,83,1
5,512,53,1
10,134,30,3
4,273,8,3
6,169,33,2
5,225,43,1
8,298,71,3
5,82,44,1
1,176,45,3
4,37,40,3
6,332,98,1
8,105,67,3
8,49,1,1
1,241,10,2
9,395,40,3
